order_id,order_date,customer_id,product_id,category,region,sales_channel,quantity,unit_price,sales_amount,payment_type,discount_pct
O004344,2026-01-05,C0229,P0217,Electronics,Midwest,Online,2.0,76.84,146.0,Credit Card,0.05
O004345,2026-02-28,C0459,P0303,Office,Southeast,Online,1.0,194.3,184.58,Pix,0.05
O004346,2026-02-21,C1248,P0099,Accessories,Midwest,Marketplace,2.0,241.72,386.75,Credit Card,0.2
O004347,2026-02-14,C1244,P0264,Accessories,Midwest,Online,3.0,1207.62,3441.72,Debit Card,0.05
O004349,2026-01-26,C0367,P0259,Office,South,Store,4.0,982.28,3536.21,Boleto,0.1
O004350,2026-02-27,C1146,P0065,Office,Northeast,Marketplace,2.0,1208.4,2295.96,Pix,0.05
O004351,2026-02-10,C1474,P0296,Electronics,Northeast,Online,1.0,1498.96,1424.01,Pix,0.05
O004353,2026-02-27,C1379,P0214,Accessories,North,Online,4.0,1041.18,3331.78,Credit Card,0.2
O004354,2026-02-21,C0232,P0172,Accessories,South,Marketplace,5.0,782.35,3520.58,Pix,0.1
O004355,2026-02-18,C0949,P0248,Toys,South,Store,3.0,1187.83,3028.97,Pix,0.15
O004356,2026-01-30,C0530,P0381,Toys,North,Marketplace,3.0,153.76,461.28,Pix,0.0
O004357,2026-02-08,C0179,P0229,Electronics,Midwest,Store,3.0,174.16,444.11,Pix,0.15
O004358,2026-01-08,C0318,P0387,Toys,North,Online,3.0,297.62,848.22,Pix,0.05
O004359,2026-02-14,C1402,P0119,Accessories,South,Marketplace,2.0,355.38,675.22,Credit Card,0.05
O004360,2026-01-11,C0387,P0062,Home,Northeast,Marketplace,5.0,1284.04,5136.16,Credit Card,0.2
O004361,2026-01-12,C0547,P0051,Accessories,North,Online,3.0,1428.19,4070.34,Pix,0.05
O004362,2026-01-15,C0177,P0162,Accessories,Southeast,Online,2.0,1248.26,2496.52,Debit Card,0.0
O004363,2026-02-20,C0994,P0367,Office,South,Marketplace,4.0,737.09,2800.94,Credit Card,0.05
O004364,2026-02-23,C0056,P0221,Home,North,Store,5.0,314.32,1335.86,Pix,0.15
O004365,2026-01-01,C0562,P0340,Office,Northeast,Online,4.0,1002.05,3607.38,Pix,0.1
O004366,2026-01-26,C1184,P0010,Office,Southeast,Online,2.0,528.65,898.7,Boleto,0.15
O004367,2026-01-10,C0344,P0024,Electronics,Southeast,Store,5.0,142.22,711.1,Credit Card,0.0
O004368,2026-01-08,C0055,P0078,Accessories,Southeast,Marketplace,3.0,295.78,754.24,Credit Card,0.15
O004369,2026-02-07,C0111,P0015,Home,North,Online,5.0,1130.55,5087.48,Credit Card,0.1
O004370,2026-02-15,C1221,P0376,Electronics,Midwest,Online,3.0,486.67,1168.01,Boleto,0.2
O004371,2026-02-01,C0991,P0233,Accessories,Midwest,Marketplace,5.0,1092.1,4914.45,Credit Card,0.1
O004372,2026-01-11,C0855,P0287,Accessories,South,Marketplace,4.0,823.55,2635.36,Debit Card,0.2
O004374,2026-01-03,C1208,P0307,Office,North,Marketplace,5.0,858.47,4292.35,Credit Card,0.0
O004375,2026-01-05,C0261,P0362,Toys,South,Marketplace,4.0,1199.61,4798.44,Debit Card,0.0
O004376,2026-02-25,C0582,P0312,Home,Northeast,Online,3.0,773.66,1972.83,Boleto,0.15
O004377,2026-02-16,C0632,P0133,Electronics,Northeast,Store,4.0,1383.4,4426.88,Debit Card,0.2
O004378,2026-01-31,C1308,P0391,Toys,Northeast,Online,1.0,1497.09,1347.38,Credit Card,0.1
O004379,2026-01-27,C1356,P0117,Toys,South,Marketplace,1.0,887.35,842.98,Boleto,0.05
O004380,2026-02-03,C0033,P0091,Home,Northeast,Store,2.0,464.79,743.66,Pix,0.2
O004381,2026-02-03,C0247,P0343,Home,Midwest,Marketplace,3.0,863.2,2330.64,Boleto,0.1
O004382,2026-01-16,C0180,P0370,Office,Southeast,Store,4.0,880.19,3520.76,Debit Card,0.0
O004383,2026-01-11,C0590,P0207,Office,North,Marketplace,3.0,1486.16,3566.78,Boleto,0.2
O004384,2026-02-13,C0310,P0279,Accessories,Northeast,Store,3.0,1295.91,3110.18,Credit Card,0.2
O004385,2026-01-08,C0048,P0112,Electronics,Midwest,Marketplace,4.0,552.16,1766.91,Debit Card,0.2
O004386,2026-01-23,C0026,P0308,Accessories,South,Marketplace,1.0,889.3,889.3,Debit Card,0.0
O004387,2026-01-12,C0958,P0254,Office,North,Marketplace,2.0,1303.19,2476.06,Debit Card,0.05
O004388,2026-02-05,C0118,P0165,Home,North,Online,1.0,14.91,14.16,Debit Card,0.05
O004389,2026-01-16,C0564,P0129,Electronics,North,Marketplace,4.0,239.7,958.8,Boleto,0.0
O004390,2026-02-08,C0016,P0145,Home,South,Store,2.0,54.03,91.85,Credit Card,0.15
O004391,2026-02-28,C0671,P0040,Office,North,Marketplace,3.0,1472.71,3755.41,Debit Card,0.15
O004392,2026-02-18,C0965,P0281,Electronics,North,Store,1.0,973.24,778.59,Credit Card,0.2
O004393,2026-01-24,C1343,P0311,Accessories,South,Store,2.0,10793.4,19428.12,Debit Card,0.1
O004394,2026-01-22,C0199,P0348,Home,North,Store,5.0,594.96,2974.8,Pix,0.0
O004395,2026-01-14,C0112,P0023,Toys,Midwest,Marketplace,4.0,904.01,2892.83,Pix,0.2
O004396,2026-01-22,C1323,P0076,Toys,South,Marketplace,2.0,691.61,1106.58,Debit Card,0.2
O004397,2026-01-20,C1316,P0125,Home,Midwest,Store,2.0,319.44,606.94,Debit Card,0.05
O004398,2026-02-01,C1045,P0252,Home,Midwest,Store,3.0,1297.44,3113.86,Pix,0.2
O004399,2026-01-20,C0874,P0041,Toys,North,Store,3.0,89.08,227.15,Credit Card,0.15
O004400,2026-02-08,C0107,P0017,Toys,Midwest,Online,1.0,751.14,600.91,Credit Card,0.2
O004401,2026-02-17,C0291,P0293,Electronics,Midwest,Marketplace,1.0,1040.93,832.74,Pix,0.2
O004402,2026-01-09,C1207,P0369,Home,Midwest,Online,5.0,603.86,2566.41,Pix,0.15
O004404,2026-02-06,C0281,P0371,Toys,North,Store,1.0,1475.36,1475.36,Credit Card,0.0
O004405,2026-01-02,C1392,P0096,Office,Midwest,Store,5.0,1475.4,7377.0,Pix,0.0
O004406,2026-01-12,C1076,P0396,Home,Midwest,Online,3.0,487.55,1170.12,Pix,0.2
O004407,2026-02-27,C1218,P0181,Toys,Midwest,Store,1.0,1346.48,1211.83,Debit Card,0.1
O004408,2026-01-10,C0466,P0151,Toys,South,Store,2.0,1145.32,2176.11,Debit Card,0.05
O004409,2026-01-23,C0718,P0153,Electronics,South,Marketplace,2.0,370.04,703.08,Boleto,0.05
O004410,2026-02-16,C0797,P0127,Toys,South,Marketplace,2.0,915.38,1830.76,Debit Card,0.0
O004411,2026-02-01,C0015,P0318,Electronics,Southeast,Marketplace,3.0,833.53,2125.5,Pix,0.15
O004412,2026-01-30,C0081,P0144,Office,Southeast,Marketplace,4.0,1348.89,4856.0,Credit Card,0.1
O004413,2026-02-08,C1311,P0268,Accessories,Northeast,Store,1.0,771.29,771.29,Boleto,0.0
O004414,2026-02-07,C0466,P0083,Electronics,North,Marketplace,3.0,1121.05,2690.52,Credit Card,0.2
O004415,2026-02-04,C0051,P0027,Home,Southeast,Store,5.0,520.39,2211.66,Debit Card,0.15
O004416,2026-01-25,C1086,P0145,Office,Northeast,Marketplace,3.0,364.9,875.76,Debit Card,0.2
O004417,2026-01-04,C1090,P0060,Toys,Northeast,Online,1.0,36.98,36.98,Debit Card,0.0
O004418,2026-02-06,C1124,P0119,Electronics,Southeast,Marketplace,5.0,120.7,482.8,Boleto,0.2
O004419,2026-02-19,C0223,P0165,Office,Southeast,Online,2.0,1017.92,1832.26,Boleto,0.1
O004420,2026-02-23,C0882,P0262,Home,South,Online,5.0,752.63,3198.68,Pix,0.15
O004421,2026-01-25,C0417,P0053,Toys,Southeast,Marketplace,4.0,587.97,2116.69,Pix,0.1
O004422,2026-01-02,C0053,P0094,Office,South,Marketplace,4.0,1021.01,3675.64,Boleto,0.1
O004423,2026-01-09,C1396,P0256,Office,Northeast,Marketplace,3.0,484.87,1309.15,Pix,0.1
O004424,2026-01-08,C1275,P0135,Electronics,Midwest,Store,3.0,604.72,1632.74,Debit Card,0.1
O004425,2026-01-03,C0530,P0301,Home,Southeast,Online,1.0,1180.35,1003.3,Pix,0.15
O004426,2026-01-16,C1359,P0315,Accessories,Midwest,Online,2.0,659.72,1187.5,Pix,0.1
O004427,2026-01-29,C1133,P0178,Toys,South,Store,2.0,369.13,664.43,Credit Card,0.1
O004428,2026-01-07,C0091,P0339,Electronics,North,Marketplace,1.0,500.76,400.61,Debit Card,0.2
O004430,2026-01-10,C1052,P0007,Toys,Midwest,Marketplace,5.0,1368.86,6159.87,Credit Card,0.1
O004431,2026-02-11,C1160,P0178,Electronics,Northeast,Store,1.0,823.21,699.73,Debit Card,0.15
O004432,2026-02-12,C0560,P0138,Home,South,Online,5.0,539.92,2429.64,Pix,0.1
O004433,2026-01-17,C1296,P0312,Electronics,North,Store,2.0,1068.9,2030.91,Credit Card,0.05
O004434,2026-01-21,C0331,P0256,Office,Midwest,Online,1.0,163.7,155.51,Pix,0.05
O004435,2026-01-18,C1462,P0243,Office,Midwest,Online,1.0,475.29,451.53,Credit Card,0.05
O004436,2026-02-12,C1234,P0099,Accessories,South,Marketplace,5.0,994.5,4475.25,Credit Card,0.1
O004437,2026-02-05,C0786,P0133,Electronics,Southeast,Marketplace,1.0,1341.1,1139.94,Debit Card,0.15
O004438,2026-02-09,C0445,P0062,Electronics,Midwest,Marketplace,5.0,414.73,1866.28,Pix,0.1
O004439,2026-02-23,C0321,P0131,Office,South,Marketplace,3.0,204.39,613.17,Credit Card,0.0
O004442,2026-01-19,C0713,P0051,Office,Southeast,Online,1.0,147.68,125.53,Boleto,0.15
O004443,2026-01-29,C0896,P0395,Accessories,Southeast,Store,2.0,1354.18,2302.11,Debit Card,0.15
O004444,2026-01-01,C0601,P0282,Electronics,North,Marketplace,3.0,1102.83,2977.64,Credit Card,0.1
O004445,2026-01-29,C1143,P0388,Accessories,South,Online,1.0,609.22,487.38,Debit Card,0.2
O004446,2026-01-27,C0727,P0195,Home,North,Marketplace,2.0,419.94,755.89,Debit Card,0.1
O004447,2026-02-13,C0502,P0058,Home,South,Online,1.0,166.19,157.88,Debit Card,0.05
O004449,2026-02-17,C1220,P0377,Home,Northeast,Online,4.0,1042.0,3542.8,Credit Card,0.15
O004450,2026-02-08,C0405,P0066,Electronics,South,Store,3.0,1056.54,3169.62,Pix,0.0
O004451,2026-02-06,C0785,P0219,Toys,South,Marketplace,1.0,897.37,897.37,Credit Card,0.0
O004452,2026-02-14,C0523,P0397,Home,Midwest,Store,5.0,1040.11,4420.47,Credit Card,0.15
O004453,2026-01-21,C0778,P0083,Home,Southeast,Online,3.0,1109.95,2663.88,Debit Card,0.2
O004454,2026-01-08,C1157,P0126,Toys,North,Online,3.0,466.98,1260.85,Debit Card,0.1
O004455,2026-02-08,C1224,P0207,Home,North,Online,5.0,1147.31,5162.89,Boleto,0.1
O004456,2026-02-05,C0976,P0282,Electronics,Midwest,Online,5.0,114.46,486.45,Debit Card,0.15
O004457,2026-01-12,C1233,P0314,Accessories,Northeast,Marketplace,1.0,706.63,600.64,Pix,0.15
O004458,2026-02-03,C0128,P0137,Toys,South,Marketplace,4.0,1422.88,4553.22,Debit Card,0.2
O004459,2026-03-01,C1112,P0337,Toys,Midwest,Online,5.0,1141.39,5136.26,Boleto,0.1
O004460,2026-01-27,C0929,P0337,Accessories,Southeast,Store,1.0,79.75,71.78,Debit Card,0.1
O004461,2026-02-15,C0908,P0399,Electronics,South,Store,4.0,1097.7,3732.18,Pix,0.15
O004462,2026-02-14,C0269,P0311,Toys,Northeast,Store,3.0,728.31,1966.44,Credit Card,0.1
O004463,2026-02-24,C0145,P0235,Office,North,Marketplace,3.0,1067.26,2561.42,Debit Card,0.2
O004464,2026-02-02,C1418,P0275,Electronics,South,Marketplace,3.0,486.47,1459.41,Credit Card,0.0
O004465,2026-01-23,C0872,P0139,Office,Midwest,Store,2.0,49.82,99.64,Debit Card,0.0
O004466,2026-01-29,C1111,P0210,Electronics,Northeast,Online,1.0,1012.72,911.45,Debit Card,0.1
O004467,2026-02-01,C0190,P0348,Home,South,Online,1.0,42.99,42.99,Credit Card,0.0
O004468,2026-02-28,C0168,P0231,Home,Northeast,Marketplace,2.0,851.5,1703.0,Credit Card,0.0
O004469,2026-01-19,C0898,P0348,Accessories,Northeast,Marketplace,3.0,913.52,2329.48,Credit Card,0.15
O004470,2026-02-25,C0065,P0310,Accessories,Southeast,Store,2.0,158.31,316.62,Debit Card,0.0
O004471,2026-01-15,C0306,P0361,Home,North,Store,1.0,778.93,662.09,Boleto,0.15
O004472,2026-01-07,C1156,P0076,Home,South,Online,2.0,1492.19,2984.38,Credit Card,0.0
O004473,2026-01-20,C0735,P0253,Office,South,Marketplace,2.0,351.52,703.04,Boleto,0.0
O004474,2026-01-05,C1392,P0072,Electronics,Midwest,Marketplace,5.0,1067.61,5071.15,Credit Card,0.05
O004475,2026-02-16,C0824,P0338,Accessories,Midwest,Online,5.0,1072.69,4290.76,Pix,0.2
O004476,2026-01-01,C0701,P0267,Accessories,North,Online,3.0,237.96,642.49,Credit Card,0.1
O004477,2026-02-25,C1285,P0387,Electronics,North,Marketplace,4.0,61.15,207.91,Credit Card,0.15
O004478,2026-01-29,C0461,P0315,Electronics,Southeast,Online,1.0,1047.83,1047.83,Credit Card,0.0
O004479,2026-02-06,C1141,P0199,Electronics,South,Store,2.0,321.25,514.0,Credit Card,0.2
O004480,2026-01-23,C0010,P0047,Toys,Northeast,Marketplace,4.0,1416.66,5383.31,Pix,0.05
O004481,2026-01-04,C0860,P0006,Electronics,Northeast,Online,3.0,638.13,1914.39,Debit Card,0.0
O004482,2026-01-19,C1217,P0013,Accessories,Southeast,Store,2.0,1175.38,2233.22,Credit Card,0.05
O004483,2026-02-21,C0794,P0233,Office,Southeast,Store,4.0,205.53,822.12,Pix,0.0
O004484,2026-02-05,C0281,P0286,Home,North,Marketplace,2.0,1480.52,2664.94,Debit Card,0.1
O004485,2026-02-06,C0392,P0011,Office,Northeast,Marketplace,4.0,886.03,3189.71,Boleto,0.1
O004486,2026-02-08,C1048,P0264,Accessories,Midwest,Marketplace,3.0,753.5,2260.5,Credit Card,0.0
O004487,2026-02-16,C1496,P0150,Home,South,Store,5.0,913.87,3655.48,Credit Card,0.2
O004488,2026-01-29,C0475,P0311,Accessories,Midwest,Store,4.0,33295.3,119863.08,Credit Card,0.1
O004490,2026-01-25,C0313,P0324,Electronics,Northeast,Online,5.0,1475.92,5903.68,Credit Card,0.2
O004491,2026-02-21,C0977,P0385,Accessories,South,Store,2.0,1035.18,1759.81,Pix,0.15
O004492,2026-01-14,C0970,P0247,Accessories,North,Store,2.0,745.64,1416.72,Pix,0.05
O004493,2026-02-14,C0153,P0272,Office,South,Store,3.0,357.62,965.57,Boleto,0.1
O004494,2026-02-13,C1276,P0395,Office,North,Online,5.0,1046.17,4969.31,Boleto,0.05
O004495,2026-02-17,C0232,P0358,Home,Southeast,Marketplace,3.0,968.87,2325.29,Debit Card,0.2
O004496,2026-02-02,C0213,P0060,Accessories,Southeast,Marketplace,3.0,686.86,1957.55,Credit Card,0.05
O004497,2026-02-26,C1451,P0301,Accessories,Southeast,Online,2.0,1483.27,2373.23,Boleto,0.2
O004498,2026-02-02,C0718,P0274,Electronics,Northeast,Marketplace,3.0,205.25,554.18,Credit Card,0.1
O004499,2026-01-02,C0438,P0072,Toys,North,Store,3.0,821.33,2094.39,Debit Card,0.15
O004500,2026-01-05,C0135,P0020,Home,Midwest,Marketplace,4.0,556.88,2116.14,Boleto,0.05
O004501,2026-01-03,C1449,P0298,Office,Southeast,Online,5.0,1065.8,4263.2,Debit Card,0.2
O004502,2026-02-06,C1479,P0384,Home,North,Online,5.0,564.1,2538.45,Pix,0.1
O004503,2026-02-03,C0248,P0042,Electronics,North,Store,1.0,1477.58,1329.82,Pix,0.1
O004504,2026-01-19,C0496,P0115,Office,North,Marketplace,4.0,228.24,821.66,Credit Card,0.1
O004505,2026-01-25,C0783,P0339,Accessories,Southeast,Marketplace,4.0,901.09,3243.92,Debit Card,0.1
O004507,2026-02-24,C1216,P0114,Office,South,Store,2.0,926.37,1482.19,Debit Card,0.2
O004508,2026-03-01,C0869,P0195,Office,North,Store,2.0,128.66,218.72,Pix,0.15
O004509,2026-02-13,C1048,P0140,Home,South,Marketplace,1.0,114.35,102.92,Credit Card,0.1
O004510,2026-01-09,C0716,P0380,Home,Midwest,Marketplace,5.0,497.74,2364.26,Pix,0.05
O004511,2026-01-30,C0147,P0282,Home,Northeast,Marketplace,2.0,1162.61,1976.44,Pix,0.15
O004512,2026-02-23,C0964,P0303,Toys,Southeast,Online,4.0,434.94,1652.77,Credit Card,0.05
O004513,2026-01-10,C0022,P0327,Home,Midwest,Marketplace,2.0,912.31,1459.7,Debit Card,0.2
O004514,2026-01-07,C0584,P0243,Accessories,Northeast,Store,5.0,586.57,2932.85,Debit Card,0.0
O004515,2026-01-28,C1116,P0054,Electronics,Southeast,Store,4.0,506.64,1722.58,Credit Card,0.15
O004516,2026-02-25,C0037,P0125,Toys,North,Store,3.0,770.54,1849.3,Pix,0.2
O004517,2026-01-31,C1214,P0146,Toys,South,Store,2.0,894.81,1610.66,Pix,0.1
O004518,2026-01-31,C0632,P0386,Accessories,North,Online,3.0,899.21,2697.63,Boleto,0.0
O004520,2026-02-05,C1488,P0271,Accessories,South,Marketplace,5.0,172.66,690.64,Credit Card,0.2
O004521,2026-02-25,C0547,P0207,Electronics,Midwest,Store,5.0,1358.33,6791.65,Pix,0.0
O004522,2026-01-18,C0637,P0027,Toys,Southeast,Store,4.0,1341.7,5366.8,Credit Card,0.0
O004523,2026-01-21,C0270,P0116,Home,North,Store,5.0,1257.39,5029.56,Debit Card,0.2
O004524,2026-01-23,C0907,P0120,Office,Northeast,Marketplace,2.0,1368.21,2736.42,Debit Card,0.0
O004525,2026-02-06,C0854,P0383,Accessories,Southeast,Marketplace,3.0,813.64,2074.78,Debit Card,0.15
O004526,2026-02-15,C0607,P0031,Toys,Northeast,Marketplace,5.0,1482.47,6300.5,Credit Card,0.15
O004527,2026-01-08,C1310,P0035,Accessories,North,Store,5.0,727.36,3454.96,Credit Card,0.05
O004528,2026-01-28,C0487,P0145,Accessories,South,Online,4.0,1145.15,4351.57,Debit Card,0.05
O004529,2026-02-16,C0828,P0323,Home,Southeast,Online,3.0,541.58,1624.74,Pix,0.0
O004530,2026-01-31,C1471,P0257,Office,Southeast,Marketplace,3.0,928.49,2785.47,Credit Card,0.0
O004531,2026-02-21,C0570,P0230,Toys,South,Online,4.0,373.51,1195.23,Credit Card,0.2
O004532,2026-02-28,C0160,P0100,Electronics,North,Marketplace,1.0,443.19,443.19,Boleto,0.0
O004533,2026-02-06,C0799,P0059,Office,Midwest,Marketplace,3.0,1150.53,2761.27,Credit Card,0.2
O004534,2026-02-01,C1378,P0257,Office,North,Marketplace,5.0,1139.63,5128.34,Debit Card,0.1
O004535,2026-02-13,C0801,P0137,Home,Northeast,Online,2.0,1374.63,2336.87,Debit Card,0.15
O004536,2026-02-07,C0503,P0287,Toys,South,Online,2.0,583.8,1167.6,Boleto,0.0
O004538,2026-02-15,C0886,P0234,Electronics,North,Online,1.0,695.97,626.37,Boleto,0.1
O004539,2026-02-05,C1030,P0198,Accessories,Midwest,Online,5.0,294.29,1324.3,Boleto,0.1
O004540,2026-02-06,C0137,P0267,Office,Midwest,Marketplace,4.0,209.55,796.29,Credit Card,0.05
O004541,2026-01-14,C0410,P0294,Electronics,South,Online,4.0,198.2,713.52,Credit Card,0.1
O004542,2026-01-01,C0892,P0186,Electronics,Northeast,Online,5.0,514.43,2057.72,Pix,0.2
O004543,2026-01-23,C0384,P0036,Toys,North,Marketplace,1.0,709.93,674.43,Debit Card,0.05
O004544,2026-02-13,C0300,P0283,Office,Northeast,Online,4.0,159.18,604.88,Debit Card,0.05
O004545,2026-01-25,C1023,P0074,Toys,Southeast,Store,4.0,1271.98,4579.13,Boleto,0.1
O004546,2026-02-22,C1027,P0256,Accessories,Southeast,Marketplace,3.0,43.98,112.15,Credit Card,0.15
O004547,2026-01-24,C0270,P0016,Toys,North,Marketplace,4.0,343.68,1237.25,Debit Card,0.1
O004548,2026-01-05,C0908,P0093,Toys,Southeast,Marketplace,5.0,530.17,2650.85,Pix,0.0
O004549,2026-02-16,C0840,P0360,Home,North,Online,2.0,842.09,1684.18,Pix,0.0
O004551,2026-02-05,C0452,P0024,Electronics,Northeast,Store,3.0,320.35,768.84,Debit Card,0.2
O004552,2026-01-18,C0398,P0082,Home,Midwest,Marketplace,5.0,297.8,1265.65,Boleto,0.15
O004553,2026-02-09,C1368,P0371,Accessories,North,Marketplace,1.0,72.61,68.98,Debit Card,0.05
O004554,2026-01-12,C0741,P0309,Toys,South,Online,5.0,708.16,3186.72,Debit Card,0.1
O004555,2026-02-26,C0448,P0058,Home,Northeast,Marketplace,4.0,1252.52,4759.58,Debit Card,0.05
O004556,2026-02-20,C0791,P0237,Electronics,South,Store,3.0,408.93,1165.45,Pix,0.05
O004557,2026-02-12,C0548,P0129,Accessories,Southeast,Store,1.0,145.79,123.92,Credit Card,0.15
O004558,2026-01-11,C0146,P0272,Electronics,Southeast,Online,1.0,1290.76,1097.15,Pix,0.15
O004559,2026-02-04,C0975,P0386,Home,Northeast,Marketplace,3.0,941.28,2682.65,Boleto,0.05
O004560,2026-02-22,C1497,P0179,Electronics,Southeast,Marketplace,4.0,488.91,1857.86,Credit Card,0.05
O004561,2026-02-17,C0486,P0066,Accessories,South,Store,2.0,545.64,873.02,Boleto,0.2
O004562,2026-02-22,C1472,P0072,Toys,Midwest,Marketplace,3.0,395.2,1126.32,Credit Card,0.05
O004563,2026-02-06,C1174,P0070,Office,North,Online,1.0,308.32,262.07,Debit Card,0.15
O004564,2026-01-02,C0077,P0110,Toys,North,Online,1.0,883.09,794.78,Debit Card,0.1
O004565,2026-02-08,C0394,P0235,Electronics,Northeast,Online,2.0,478.64,909.42,Pix,0.05
O004567,2026-02-17,C1340,P0078,Electronics,Midwest,Online,4.0,1323.28,4499.15,Boleto,0.15
O004568,2026-01-02,C0279,P0221,Electronics,Southeast,Marketplace,3.0,1177.09,2825.02,Debit Card,0.2
O004569,2026-02-13,C1361,P0009,Electronics,South,Online,4.0,1046.16,4184.64,Pix,0.0
O004570,2026-01-12,C1442,P0339,Accessories,Southeast,Online,1.0,645.22,612.96,Boleto,0.05
O004571,2026-02-19,C0407,P0026,Office,Northeast,Online,5.0,317.15,1585.75,Boleto,0.0
O004572,2026-02-06,C1289,P0013,Office,North,Store,4.0,981.64,3926.56,Boleto,0.0
O004573,2026-01-02,C0316,P0256,Toys,Northeast,Marketplace,1.0,1462.9,1316.61,Debit Card,0.1
O004574,2026-03-01,C0256,P0139,Office,South,Marketplace,1.0,1150.73,1035.66,Pix,0.1
O004575,2026-01-31,C0055,P0153,Accessories,North,Online,4.0,749.09,2397.09,Debit Card,0.2
O004576,2026-01-27,C0256,P0178,Accessories,Northeast,Online,4.0,316.86,1204.07,Boleto,0.05
O004577,2026-01-21,C0075,P0207,Home,Southeast,Store,4.0,946.29,3028.13,Debit Card,0.2
O004578,2026-01-11,C1144,P0118,Toys,Northeast,Marketplace,1.0,43.71,41.52,Debit Card,0.05
O004579,2026-02-27,C0683,P0315,Toys,North,Online,3.0,15.2,45.6,Debit Card,0.0
O004580,2026-02-11,C0007,P0274,Accessories,Northeast,Marketplace,4.0,847.31,2711.39,Credit Card,0.2
O004581,2026-01-21,C1031,P0012,Electronics,North,Marketplace,4.0,536.25,2037.75,Pix,0.05
O004582,2026-02-10,C0791,P0030,Toys,North,Marketplace,2.0,232.29,441.35,Credit Card,0.05
O004583,2026-01-19,C0147,P0364,Office,Southeast,Marketplace,5.0,1024.13,5120.65,Credit Card,0.0
O004584,2026-02-28,C0736,P0340,Accessories,Southeast,Marketplace,4.0,1071.04,4284.16,Debit Card,0.0
O004585,2026-01-13,C0323,P0140,Electronics,Midwest,Store,5.0,1414.15,7070.75,Debit Card,0.0
O004586,2026-02-05,C0790,P0150,Toys,Northeast,Marketplace,1.0,695.08,556.06,Boleto,0.2
O004587,2026-01-14,C0861,P0291,Office,Northeast,Store,2.0,608.97,1096.15,Pix,0.1
O004588,2026-02-25,C0475,P0010,Office,Northeast,Marketplace,1.0,567.96,567.96,Boleto,0.0
O004589,2026-01-11,C0613,P0265,Electronics,Northeast,Store,2.0,1158.66,2201.45,Debit Card,0.05
O004590,2026-02-11,C0345,P0261,Office,Southeast,Marketplace,5.0,1030.11,5150.55,Boleto,0.0
O004591,2026-02-06,C0015,P0246,Office,South,Online,4.0,1302.07,5208.28,Pix,0.0
O004592,2026-01-17,C0533,P0208,Office,North,Store,2.0,1037.12,1866.82,Credit Card,0.1
O004593,2026-01-15,C1240,P0368,Office,Southeast,Marketplace,5.0,227.77,911.08,Debit Card,0.2
O004594,2026-02-06,C0774,P0082,Home,South,Online,2.0,1265.31,2530.62,Debit Card,0.0
O004595,2026-03-01,C0577,P0009,Home,Southeast,Online,5.0,488.96,2322.56,Boleto,0.05
O004596,2026-01-30,C0543,P0151,Toys,Northeast,Marketplace,2.0,149.46,283.97,Credit Card,0.05
O004597,2026-01-25,C1148,P0356,Toys,Northeast,Marketplace,2.0,590.23,944.37,Credit Card,0.2
O004598,2026-01-17,C1448,P0324,Office,Midwest,Online,3.0,1424.24,4272.72,Boleto,0.0
O004599,2026-01-15,C0557,P0331,Electronics,Midwest,Store,1.0,904.81,814.33,Credit Card,0.1
O004600,2026-01-13,C1212,P0140,Toys,South,Marketplace,1.0,533.2,426.56,Debit Card,0.2
O004601,2026-01-20,C1268,P0333,Accessories,Northeast,Marketplace,3.0,96.34,231.22,Debit Card,0.2
O004602,2026-01-29,C0088,P0106,Office,Northeast,Online,3.0,1258.35,3020.04,Pix,0.2
O004603,2026-02-08,C0399,P0255,Office,Southeast,Marketplace,3.0,787.42,1889.81,Debit Card,0.2
O004604,2026-01-29,C0564,P0162,Office,South,Marketplace,1.0,694.99,555.99,Credit Card,0.2
O004605,2026-01-14,C0829,P0111,Accessories,North,Store,2.0,380.59,685.06,Boleto,0.1
O004606,2026-01-23,C0105,P0156,Electronics,South,Marketplace,2.0,216.8,433.6,Boleto,0.0
O004607,2026-02-04,C0886,P0069,Accessories,North,Marketplace,1.0,695.42,556.34,Debit Card,0.2
O004608,2026-01-04,C0570,P0156,Toys,Northeast,Store,3.0,973.85,2483.32,Debit Card,0.15
O004609,2026-02-11,C0203,P0004,Toys,Southeast,Online,1.0,557.02,557.02,Boleto,0.0
O004610,2026-01-27,C1066,P0071,Office,Midwest,Store,1.0,863.69,863.69,Boleto,0.0
O004611,2026-01-04,C0268,P0314,Electronics,South,Online,3.0,994.23,2684.42,Boleto,0.1
O004612,2026-02-22,C0164,P0365,Toys,North,Marketplace,1.0,256.69,218.19,Debit Card,0.15
O004613,2026-01-08,C0180,P0358,Home,Northeast,Store,4.0,1474.06,5306.62,Pix,0.1
O004614,2026-03-01,C0430,P0004,Electronics,Southeast,Online,5.0,998.34,3993.36,Pix,0.2
O004615,2026-01-25,C1120,P0167,Toys,Northeast,Online,1.0,1190.43,952.34,Debit Card,0.2
O004616,2026-02-25,C0854,P0062,Office,Southeast,Marketplace,5.0,658.94,2965.23,Pix,0.1
O004617,2026-02-07,C0675,P0126,Electronics,North,Online,5.0,390.54,1562.16,Boleto,0.2
O004618,2026-02-27,C0413,P0264,Home,North,Online,3.0,613.33,1563.99,Boleto,0.15
